area,year,average_rain_fall_mm_per_year,crops,crop_yields,pesticide_tonnes,avg_temp
Jamaica,2013,2051.0,Cassava,187795,909.71,27.41
Jamaica,2013,2051.0,Maize,11883,909.71,27.41
Jamaica,2013,2051.0,Plantains and others,184149,909.71,27.41
Jamaica,2013,2051.0,Potatoes,165914,909.71,27.41
Jamaica,2013,2051.0,"Rice, paddy",42000,909.71,27.41
Jamaica,2013,2051.0,Sweet potatoes,172683,909.71,27.41
Jamaica,2013,2051.0,Yams,165476,909.71,27.41
Japan,1990,1668.0,Maize,25457,79821.18,16.4
Japan,1990,1668.0,Maize,25457,79821.18,14.14
Japan,1990,1668.0,Maize,25457,79821.18,16.46
Japan,1990,1668.0,Maize,25457,79821.18,16.12
Japan,1990,1668.0,Maize,25457,79821.18,16.17
Japan,1990,1668.0,Maize,25457,79821.18,14.14
Japan,1990,1668.0,Potatoes,306736,79821.18,16.4
Japan,1990,1668.0,Potatoes,306736,79821.18,14.14
Japan,1990,1668.0,Potatoes,306736,79821.18,16.46
Japan,1990,1668.0,Potatoes,306736,79821.18,16.12
Japan,1990,1668.0,Potatoes,306736,79821.18,16.17
Japan,1990,1668.0,Potatoes,306736,79821.18,14.14
Japan,1990,1668.0,"Rice, paddy",63279,79821.18,16.4
Japan,1990,1668.0,"Rice, paddy",63279,79821.18,14.14
Japan,1990,1668.0,"Rice, paddy",63279,79821.18,16.46
Japan,1990,1668.0,"Rice, paddy",63279,79821.18,16.12
Japan,1990,1668.0,"Rice, paddy",63279,79821.18,16.17
Japan,1990,1668.0,"Rice, paddy",63279,79821.18,14.14
Japan,1990,1668.0,Soybeans,15106,79821.18,16.4
Japan,1990,1668.0,Soybeans,15106,79821.18,14.14
Japan,1990,1668.0,Soybeans,15106,79821.18,16.46
Japan,1990,1668.0,Soybeans,15106,79821.18,16.12
Japan,1990,1668.0,Soybeans,15106,79821.18,16.17
Japan,1990,1668.0,Soybeans,15106,79821.18,14.14
Japan,1990,1668.0,Sweet potatoes,231353,79821.18,16.4
Japan,1990,1668.0,Sweet potatoes,231353,79821.18,14.14
Japan,1990,1668.0,Sweet potatoes,231353,79821.18,16.46
Japan,1990,1668.0,Sweet potatoes,231353,79821.18,16.12
Japan,1990,1668.0,Sweet potatoes,231353,79821.18,16.17
Japan,1990,1668.0,Sweet potatoes,231353,79821.18,14.14
Japan,1990,1668.0,Wheat,36540,79821.18,16.4
Japan,1990,1668.0,Wheat,36540,79821.18,14.14
Japan,1990,1668.0,Wheat,36540,79821.18,16.46
Japan,1990,1668.0,Wheat,36540,79821.18,16.12
Japan,1990,1668.0,Wheat,36540,79821.18,16.17
Japan,1990,1668.0,Wheat,36540,79821.18,14.14
Japan,1990,1668.0,Yams,210808,79821.18,16.4
Japan,1990,1668.0,Yams,210808,79821.18,14.14
Japan,1990,1668.0,Yams,210808,79821.18,16.46
Japan,1990,1668.0,Yams,210808,79821.18,16.12
Japan,1990,1668.0,Yams,210808,79821.18,16.17
Japan,1990,1668.0,Yams,210808,79821.18,14.14
Japan,1991,1668.0,Maize,24896,79821.18,15.6
Japan,1991,1668.0,Maize,24896,79821.18,13.32
Japan,1991,1668.0,Maize,24896,79821.18,15.43
Japan,1991,1668.0,Maize,24896,79821.18,15.38
Japan,1991,1668.0,Maize,24896,79821.18,15.49
Japan,1991,1668.0,Maize,24896,79821.18,13.32
Japan,1991,1668.0,Potatoes,322809,79821.18,15.6
Japan,1991,1668.0,Potatoes,322809,79821.18,13.32
Japan,1991,1668.0,Potatoes,322809,79821.18,15.43
Japan,1991,1668.0,Potatoes,322809,79821.18,15.38
Japan,1991,1668.0,Potatoes,322809,79821.18,15.49
Japan,1991,1668.0,Potatoes,322809,79821.18,13.32
Japan,1991,1668.0,"Rice, paddy",58590,79821.18,15.6
Japan,1991,1668.0,"Rice, paddy",58590,79821.18,13.32
Japan,1991,1668.0,"Rice, paddy",58590,79821.18,15.43
Japan,1991,1668.0,"Rice, paddy",58590,79821.18,15.38
Japan,1991,1668.0,"Rice, paddy",58590,79821.18,15.49
Japan,1991,1668.0,"Rice, paddy",58590,79821.18,13.32
Japan,1991,1668.0,Soybeans,14013,79821.18,15.6
Japan,1991,1668.0,Soybeans,14013,79821.18,13.32
Japan,1991,1668.0,Soybeans,14013,79821.18,15.43
Japan,1991,1668.0,Soybeans,14013,79821.18,15.38
Japan,1991,1668.0,Soybeans,14013,79821.18,15.49
Japan,1991,1668.0,Soybeans,14013,79821.18,13.32
Japan,1991,1668.0,Sweet potatoes,205631,79821.18,15.6
Japan,1991,1668.0,Sweet potatoes,205631,79821.18,13.32
Japan,1991,1668.0,Sweet potatoes,205631,79821.18,15.43
Japan,1991,1668.0,Sweet potatoes,205631,79821.18,15.38
Japan,1991,1668.0,Sweet potatoes,205631,79821.18,15.49
Japan,1991,1668.0,Sweet potatoes,205631,79821.18,13.32
Japan,1991,1668.0,Wheat,31797,79821.18,15.6
Japan,1991,1668.0,Wheat,31797,79821.18,13.32
Japan,1991,1668.0,Wheat,31797,79821.18,15.43
Japan,1991,1668.0,Wheat,31797,79821.18,15.38
Japan,1991,1668.0,Wheat,31797,79821.18,15.49
Japan,1991,1668.0,Wheat,31797,79821.18,13.32
Japan,1991,1668.0,Yams,192204,79821.18,15.6
Japan,1991,1668.0,Yams,192204,79821.18,13.32
Japan,1991,1668.0,Yams,192204,79821.18,15.43
Japan,1991,1668.0,Yams,192204,79821.18,15.38
Japan,1991,1668.0,Yams,192204,79821.18,15.49
Japan,1991,1668.0,Yams,192204,79821.18,13.32
Japan,1992,1668.0,Maize,25180,79821.18,15.63
Japan,1992,1668.0,Maize,25180,79821.18,12.94
Japan,1992,1668.0,Maize,25180,79821.18,15.68
Japan,1992,1668.0,Maize,25180,79821.18,15.21
Japan,1992,1668.0,Maize,25180,79821.18,15.26
Japan,1992,1668.0,Maize,25180,79821.18,12.94
Japan,1992,1668.0,Potatoes,313645,79821.18,15.63
Japan,1992,1668.0,Potatoes,313645,79821.18,12.94
Japan,1992,1668.0,Potatoes,313645,79821.18,15.68
Japan,1992,1668.0,Potatoes,313645,79821.18,15.21
Japan,1992,1668.0,Potatoes,313645,79821.18,15.26
Japan,1992,1668.0,Potatoes,313645,79821.18,12.94
Japan,1992,1668.0,"Rice, paddy",62754,79821.18,15.63
Japan,1992,1668.0,"Rice, paddy",62754,79821.18,12.94
Japan,1992,1668.0,"Rice, paddy",62754,79821.18,15.68
Japan,1992,1668.0,"Rice, paddy",62754,79821.18,15.21
Japan,1992,1668.0,"Rice, paddy",62754,79821.18,15.26
Japan,1992,1668.0,"Rice, paddy",62754,79821.18,12.94
Japan,1992,1668.0,Soybeans,17116,79821.18,15.63
Japan,1992,1668.0,Soybeans,17116,79821.18,12.94
Japan,1992,1668.0,Soybeans,17116,79821.18,15.68
Japan,1992,1668.0,Soybeans,17116,79821.18,15.21
Japan,1992,1668.0,Soybeans,17116,79821.18,15.26
Japan,1992,1668.0,Soybeans,17116,79821.18,12.94
Japan,1992,1668.0,Sweet potatoes,235027,79821.18,15.63
Japan,1992,1668.0,Sweet potatoes,235027,79821.18,12.94
Japan,1992,1668.0,Sweet potatoes,235027,79821.18,15.68
Japan,1992,1668.0,Sweet potatoes,235027,79821.18,15.21
Japan,1992,1668.0,Sweet potatoes,235027,79821.18,15.26
Japan,1992,1668.0,Sweet potatoes,235027,79821.18,12.94
Japan,1992,1668.0,Wheat,35371,79821.18,15.63
Japan,1992,1668.0,Wheat,35371,79821.18,12.94
Japan,1992,1668.0,Wheat,35371,79821.18,15.68
Japan,1992,1668.0,Wheat,35371,79821.18,15.21
Japan,1992,1668.0,Wheat,35371,79821.18,15.26
Japan,1992,1668.0,Wheat,35371,79821.18,12.94
Japan,1992,1668.0,Yams,188269,79821.18,15.63
Japan,1992,1668.0,Yams,188269,79821.18,12.94
Japan,1992,1668.0,Yams,188269,79821.18,15.68
Japan,1992,1668.0,Yams,188269,79821.18,15.21
Japan,1992,1668.0,Yams,188269,79821.18,15.26
Japan,1992,1668.0,Yams,188269,79821.18,12.94
Japan,1993,1668.0,Maize,25000,79821.18,14.93
Japan,1993,1668.0,Maize,25000,79821.18,12.49
Japan,1993,1668.0,Maize,25000,79821.18,14.99
Japan,1993,1668.0,Maize,25000,79821.18,14.68
Japan,1993,1668.0,Maize,25000,79821.18,14.72
Japan,1993,1668.0,Maize,25000,79821.18,12.49
Japan,1993,1668.0,Potatoes,304856,79821.18,14.93
Japan,1993,1668.0,Potatoes,304856,79821.18,12.49
Japan,1993,1668.0,Potatoes,304856,79821.18,14.99
Japan,1993,1668.0,Potatoes,304856,79821.18,14.68
Japan,1993,1668.0,Potatoes,304856,79821.18,14.72
Japan,1993,1668.0,Potatoes,304856,79821.18,12.49
Japan,1993,1668.0,"Rice, paddy",45783,79821.18,14.93
Japan,1993,1668.0,"Rice, paddy",45783,79821.18,12.49
Japan,1993,1668.0,"Rice, paddy",45783,79821.18,14.99
Japan,1993,1668.0,"Rice, paddy",45783,79821.18,14.68
Japan,1993,1668.0,"Rice, paddy",45783,79821.18,14.72
Japan,1993,1668.0,"Rice, paddy",45783,79821.18,12.49
Japan,1993,1668.0,Soybeans,11510,79821.18,14.93
Japan,1993,1668.0,Soybeans,11510,79821.18,12.49
Japan,1993,1668.0,Soybeans,11510,79821.18,14.99
Japan,1993,1668.0,Soybeans,11510,79821.18,14.68
Japan,1993,1668.0,Soybeans,11510,79821.18,14.72
Japan,1993,1668.0,Soybeans,11510,79821.18,12.49
Japan,1993,1668.0,Sweet potatoes,194906,79821.18,14.93
Japan,1993,1668.0,Sweet potatoes,194906,79821.18,12.49
Japan,1993,1668.0,Sweet potatoes,194906,79821.18,14.99
Japan,1993,1668.0,Sweet potatoes,194906,79821.18,14.68
Japan,1993,1668.0,Sweet potatoes,194906,79821.18,14.72
Japan,1993,1668.0,Sweet potatoes,194906,79821.18,12.49
Japan,1993,1668.0,Wheat,34739,79821.18,14.93
Japan,1993,1668.0,Wheat,34739,79821.18,12.49
Japan,1993,1668.0,Wheat,34739,79821.18,14.99
Japan,1993,1668.0,Wheat,34739,79821.18,14.68
Japan,1993,1668.0,Wheat,34739,79821.18,14.72
Japan,1993,1668.0,Wheat,34739,79821.18,12.49
Japan,1993,1668.0,Yams,157998,79821.18,14.93
Japan,1993,1668.0,Yams,157998,79821.18,12.49
Japan,1993,1668.0,Yams,157998,79821.18,14.99
Japan,1993,1668.0,Yams,157998,79821.18,14.68
Japan,1993,1668.0,Yams,157998,79821.18,14.72
Japan,1993,1668.0,Yams,157998,79821.18,12.49
Japan,1994,1668.0,Maize,24852,79821.18,16.33
Japan,1994,1668.0,Maize,24852,79821.18,13.78
Japan,1994,1668.0,Maize,24852,79821.18,16.41
Japan,1994,1668.0,Maize,24852,79821.18,16.06
Japan,1994,1668.0,Maize,24852,79821.18,16.07
Japan,1994,1668.0,Maize,24852,79821.18,13.78
Japan,1994,1668.0,Potatoes,312107,79821.18,16.33
Japan,1994,1668.0,Potatoes,312107,79821.18,13.78
Japan,1994,1668.0,Potatoes,312107,79821.18,16.41
Japan,1994,1668.0,Potatoes,312107,79821.18,16.06
Japan,1994,1668.0,Potatoes,312107,79821.18,16.07
Japan,1994,1668.0,Potatoes,312107,79821.18,13.78
Japan,1994,1668.0,"Rice, paddy",67703,79821.18,16.33
Japan,1994,1668.0,"Rice, paddy",67703,79821.18,13.78
Japan,1994,1668.0,"Rice, paddy",67703,79821.18,16.41
Japan,1994,1668.0,"Rice, paddy",67703,79821.18,16.06
Japan,1994,1668.0,"Rice, paddy",67703,79821.18,16.07
Japan,1994,1668.0,"Rice, paddy",67703,79821.18,13.78
Japan,1994,1668.0,Soybeans,16223,79821.18,16.33
Japan,1994,1668.0,Soybeans,16223,79821.18,13.78
Japan,1994,1668.0,Soybeans,16223,79821.18,16.41
Japan,1994,1668.0,Soybeans,16223,79821.18,16.06
Japan,1994,1668.0,Soybeans,16223,79821.18,16.07
Japan,1994,1668.0,Soybeans,16223,79821.18,13.78
Japan,1994,1668.0,Sweet potatoes,246394,79821.18,16.33
Japan,1994,1668.0,Sweet potatoes,246394,79821.18,13.78
Japan,1994,1668.0,Sweet potatoes,246394,79821.18,16.41
Japan,1994,1668.0,Sweet potatoes,246394,79821.18,16.06
Japan,1994,1668.0,Sweet potatoes,246394,79821.18,16.07
Japan,1994,1668.0,Sweet potatoes,246394,79821.18,13.78
Japan,1994,1668.0,Wheat,37182,79821.18,16.33
Japan,1994,1668.0,Wheat,37182,79821.18,13.78
Japan,1994,1668.0,Wheat,37182,79821.18,16.41
Japan,1994,1668.0,Wheat,37182,79821.18,16.06
Japan,1994,1668.0,Wheat,37182,79821.18,16.07
Japan,1994,1668.0,Wheat,37182,79821.18,13.78
Japan,1994,1668.0,Yams,208410,79821.18,16.33
Japan,1994,1668.0,Yams,208410,79821.18,13.78
Japan,1994,1668.0,Yams,208410,79821.18,16.41
Japan,1994,1668.0,Yams,208410,79821.18,16.06
Japan,1994,1668.0,Yams,208410,79821.18,16.07
Japan,1994,1668.0,Yams,208410,79821.18,13.78
Japan,1995,1668.0,Maize,25000,79821.18,15.25
Japan,1995,1668.0,Maize,25000,79821.18,12.98
Japan,1995,1668.0,Maize,25000,79821.18,15.32
Japan,1995,1668.0,Maize,25000,79821.18,14.83
Japan,1995,1668.0,Maize,25000,79821.18,14.97
Japan,1995,1668.0,Maize,25000,79821.18,12.98
Japan,1995,1668.0,Potatoes,323558,79821.18,15.25
Japan,1995,1668.0,Potatoes,323558,79821.18,12.98
Japan,1995,1668.0,Potatoes,323558,79821.18,15.32
Japan,1995,1668.0,Potatoes,323558,79821.18,14.83
Japan,1995,1668.0,Potatoes,323558,79821.18,14.97
Japan,1995,1668.0,Potatoes,323558,79821.18,12.98
Japan,1995,1668.0,"Rice, paddy",63432,79821.18,15.25
Japan,1995,1668.0,"Rice, paddy",63432,79821.18,12.98
Japan,1995,1668.0,"Rice, paddy",63432,79821.18,15.32
Japan,1995,1668.0,"Rice, paddy",63432,79821.18,14.83
Japan,1995,1668.0,"Rice, paddy",63432,79821.18,14.97
Japan,1995,1668.0,"Rice, paddy",63432,79821.18,12.98
Japan,1995,1668.0,Soybeans,17347,79821.18,15.25
Japan,1995,1668.0,Soybeans,17347,79821.18,12.98
Japan,1995,1668.0,Soybeans,17347,79821.18,15.32
Japan,1995,1668.0,Soybeans,17347,79821.18,14.83
Japan,1995,1668.0,Soybeans,17347,79821.18,14.97
Japan,1995,1668.0,Soybeans,17347,79821.18,12.98
Japan,1995,1668.0,Sweet potatoes,241020,79821.18,15.25
Japan,1995,1668.0,Sweet potatoes,241020,79821.18,12.98
Japan,1995,1668.0,Sweet potatoes,241020,79821.18,15.32
Japan,1995,1668.0,Sweet potatoes,241020,79821.18,14.83
Japan,1995,1668.0,Sweet potatoes,241020,79821.18,14.97
Japan,1995,1668.0,Sweet potatoes,241020,79821.18,12.98
Japan,1995,1668.0,Wheat,29319,79821.18,15.25
Japan,1995,1668.0,Wheat,29319,79821.18,12.98
Japan,1995,1668.0,Wheat,29319,79821.18,15.32
Japan,1995,1668.0,Wheat,29319,79821.18,14.83
Japan,1995,1668.0,Wheat,29319,79821.18,14.97
Japan,1995,1668.0,Wheat,29319,79821.18,12.98
Japan,1995,1668.0,Yams,197704,79821.18,15.25
Japan,1995,1668.0,Yams,197704,79821.18,12.98
Japan,1995,1668.0,Yams,197704,79821.18,15.32
Japan,1995,1668.0,Yams,197704,79821.18,14.83
Japan,1995,1668.0,Yams,197704,79821.18,14.97
Japan,1995,1668.0,Yams,197704,79821.18,12.98
Japan,1996,1668.0,Maize,24510,79821.18,15.2
Japan,1996,1668.0,Maize,24510,79821.18,12.61
Japan,1996,1668.0,Maize,24510,79821.18,15.32
Japan,1996,1668.0,Maize,24510,79821.18,14.79
Japan,1996,1668.0,Maize,24510,79821.18,14.8
Japan,1996,1668.0,Maize,24510,79821.18,12.61
Japan,1996,1668.0,Potatoes,299709,79821.18,15.2
Japan,1996,1668.0,Potatoes,299709,79821.18,12.61
Japan,1996,1668.0,Potatoes,299709,79821.18,15.32
Japan,1996,1668.0,Potatoes,299709,79821.18,14.79
Japan,1996,1668.0,Potatoes,299709,79821.18,14.8
Japan,1996,1668.0,Potatoes,299709,79821.18,12.61
Japan,1996,1668.0,"Rice, paddy",65402,79821.18,15.2
Japan,1996,1668.0,"Rice, paddy",65402,79821.18,12.61
Japan,1996,1668.0,"Rice, paddy",65402,79821.18,15.32
Japan,1996,1668.0,"Rice, paddy",65402,79821.18,14.79
Japan,1996,1668.0,"Rice, paddy",65402,79821.18,14.8
Japan,1996,1668.0,"Rice, paddy",65402,79821.18,12.61
Japan,1996,1668.0,Soybeans,18093,79821.18,15.2
Japan,1996,1668.0,Soybeans,18093,79821.18,12.61
Japan,1996,1668.0,Soybeans,18093,79821.18,15.32
Japan,1996,1668.0,Soybeans,18093,79821.18,14.79
Japan,1996,1668.0,Soybeans,18093,79821.18,14.8
Japan,1996,1668.0,Soybeans,18093,79821.18,12.61
Japan,1996,1668.0,Sweet potatoes,233474,79821.18,15.2
Japan,1996,1668.0,Sweet potatoes,233474,79821.18,12.61
Japan,1996,1668.0,Sweet potatoes,233474,79821.18,15.32
Japan,1996,1668.0,Sweet potatoes,233474,79821.18,14.79
Japan,1996,1668.0,Sweet potatoes,233474,79821.18,14.8
Japan,1996,1668.0,Sweet potatoes,233474,79821.18,12.61
Japan,1996,1668.0,Wheat,30164,79821.18,15.2
Japan,1996,1668.0,Wheat,30164,79821.18,12.61
Japan,1996,1668.0,Wheat,30164,79821.18,15.32
Japan,1996,1668.0,Wheat,30164,79821.18,14.79
Japan,1996,1668.0,Wheat,30164,79821.18,14.8
Japan,1996,1668.0,Wheat,30164,79821.18,12.61
Japan,1996,1668.0,Yams,194514,79821.18,15.2
Japan,1996,1668.0,Yams,194514,79821.18,12.61
Japan,1996,1668.0,Yams,194514,79821.18,15.32
Japan,1996,1668.0,Yams,194514,79821.18,14.79
Japan,1996,1668.0,Yams,194514,79821.18,14.8
Japan,1996,1668.0,Yams,194514,79821.18,12.61
Japan,1997,1668.0,Maize,24771,79821.18,15.76
Japan,1997,1668.0,Maize,24771,79821.18,13.43
Japan,1997,1668.0,Maize,24771,79821.18,15.89
Japan,1997,1668.0,Maize,24771,79821.18,15.37
Japan,1997,1668.0,Maize,24771,79821.18,15.39
Japan,1997,1668.0,Maize,24771,79821.18,13.43
Japan,1997,1668.0,Potatoes,307549,79821.18,15.76
Japan,1997,1668.0,Potatoes,307549,79821.18,13.43
Japan,1997,1668.0,Potatoes,307549,79821.18,15.89
Japan,1997,1668.0,Potatoes,307549,79821.18,15.37
Japan,1997,1668.0,Potatoes,307549,79821.18,15.39
Japan,1997,1668.0,Potatoes,307549,79821.18,13.43
Japan,1997,1668.0,"Rice, paddy",64163,79821.18,15.76
Japan,1997,1668.0,"Rice, paddy",64163,79821.18,13.43
Japan,1997,1668.0,"Rice, paddy",64163,79821.18,15.89
Japan,1997,1668.0,"Rice, paddy",64163,79821.18,15.37
Japan,1997,1668.0,"Rice, paddy",64163,79821.18,15.39
Japan,1997,1668.0,"Rice, paddy",64163,79821.18,13.43
Japan,1997,1668.0,Soybeans,17380,79821.18,15.76
Japan,1997,1668.0,Soybeans,17380,79821.18,13.43
Japan,1997,1668.0,Soybeans,17380,79821.18,15.89
Japan,1997,1668.0,Soybeans,17380,79821.18,15.37
Japan,1997,1668.0,Soybeans,17380,79821.18,15.39
Japan,1997,1668.0,Soybeans,17380,79821.18,13.43
Japan,1997,1668.0,Sweet potatoes,243011,79821.18,15.76
Japan,1997,1668.0,Sweet potatoes,243011,79821.18,13.43
Japan,1997,1668.0,Sweet potatoes,243011,79821.18,15.89
Japan,1997,1668.0,Sweet potatoes,243011,79821.18,15.37
Japan,1997,1668.0,Sweet potatoes,243011,79821.18,15.39
Japan,1997,1668.0,Sweet potatoes,243011,79821.18,13.43
Japan,1997,1668.0,Wheat,36387,79821.18,15.76
Japan,1997,1668.0,Wheat,36387,79821.18,13.43
Japan,1997,1668.0,Wheat,36387,79821.18,15.89
Japan,1997,1668.0,Wheat,36387,79821.18,15.37
Japan,1997,1668.0,Wheat,36387,79821.18,15.39
Japan,1997,1668.0,Wheat,36387,79821.18,13.43
Japan,1997,1668.0,Yams,209840,79821.18,15.76
Japan,1997,1668.0,Yams,209840,79821.18,13.43
Japan,1997,1668.0,Yams,209840,79821.18,15.89
Japan,1997,1668.0,Yams,209840,79821.18,15.37
Japan,1997,1668.0,Yams,209840,79821.18,15.39
Japan,1997,1668.0,Yams,209840,79821.18,13.43
Japan,1998,1668.0,Maize,24468,79821.18,16.72
Japan,1998,1668.0,Maize,24468,79821.18,13.74
Japan,1998,1668.0,Maize,24468,79821.18,16.74
Japan,1998,1668.0,Maize,24468,79821.18,16.39
Japan,1998,1668.0,Maize,24468,79821.18,16.45
Japan,1998,1668.0,Maize,24468,79821.18,13.74
Japan,1998,1668.0,Potatoes,307608,79821.18,16.72
Japan,1998,1668.0,Potatoes,307608,79821.18,13.74
Japan,1998,1668.0,Potatoes,307608,79821.18,16.74
Japan,1998,1668.0,Potatoes,307608,79821.18,16.39
Japan,1998,1668.0,Potatoes,307608,79821.18,16.45
Japan,1998,1668.0,Potatoes,307608,79821.18,13.74
Japan,1998,1668.0,"Rice, paddy",62188,79821.18,16.72
Japan,1998,1668.0,"Rice, paddy",62188,79821.18,13.74
Japan,1998,1668.0,"Rice, paddy",62188,79821.18,16.74
Japan,1998,1668.0,"Rice, paddy",62188,79821.18,16.39
Japan,1998,1668.0,"Rice, paddy",62188,79821.18,16.45
Japan,1998,1668.0,"Rice, paddy",62188,79821.18,13.74
Japan,1998,1668.0,Soybeans,14495,79821.18,16.72
Japan,1998,1668.0,Soybeans,14495,79821.18,13.74
Japan,1998,1668.0,Soybeans,14495,79821.18,16.74
Japan,1998,1668.0,Soybeans,14495,79821.18,16.39
Japan,1998,1668.0,Soybeans,14495,79821.18,16.45
Japan,1998,1668.0,Soybeans,14495,79821.18,13.74
Japan,1998,1668.0,Sweet potatoes,249781,79821.18,16.72
Japan,1998,1668.0,Sweet potatoes,249781,79821.18,13.74
Japan,1998,1668.0,Sweet potatoes,249781,79821.18,16.74
Japan,1998,1668.0,Sweet potatoes,249781,79821.18,16.39
Japan,1998,1668.0,Sweet potatoes,249781,79821.18,16.45
Japan,1998,1668.0,Sweet potatoes,249781,79821.18,13.74
Japan,1998,1668.0,Wheat,35111,79821.18,16.72
Japan,1998,1668.0,Wheat,35111,79821.18,13.74
Japan,1998,1668.0,Wheat,35111,79821.18,16.74
Japan,1998,1668.0,Wheat,35111,79821.18,16.39
Japan,1998,1668.0,Wheat,35111,79821.18,16.45
Japan,1998,1668.0,Wheat,35111,79821.18,13.74
Japan,1998,1668.0,Yams,200786,79821.18,16.72
Japan,1998,1668.0,Yams,200786,79821.18,13.74
Japan,1998,1668.0,Yams,200786,79821.18,16.74
Japan,1998,1668.0,Yams,200786,79821.18,16.39
Japan,1998,1668.0,Yams,200786,79821.18,16.45
Japan,1998,1668.0,Yams,200786,79821.18,13.74
Japan,1999,1668.0,Maize,24000,79821.18,15.93
Japan,1999,1668.0,Maize,24000,79821.18,13.78
Japan,1999,1668.0,Maize,24000,79821.18,15.93
Japan,1999,1668.0,Maize,24000,79821.18,15.66
Japan,1999,1668.0,Maize,24000,79821.18,15.79
Japan,1999,1668.0,Maize,24000,79821.18,13.78
Japan,1999,1668.0,Potatoes,303275,79821.18,15.93
Japan,1999,1668.0,Potatoes,303275,79821.18,13.78
Japan,1999,1668.0,Potatoes,303275,79821.18,15.93
Japan,1999,1668.0,Potatoes,303275,79821.18,15.66
Japan,1999,1668.0,Potatoes,303275,79821.18,15.79
Japan,1999,1668.0,Potatoes,303275,79821.18,13.78
Japan,1999,1668.0,"Rice, paddy",64143,79821.18,15.93
Japan,1999,1668.0,"Rice, paddy",64143,79821.18,13.78
Japan,1999,1668.0,"Rice, paddy",64143,79821.18,15.93
Japan,1999,1668.0,"Rice, paddy",64143,79821.18,15.66
Japan,1999,1668.0,"Rice, paddy",64143,79821.18,15.79
Japan,1999,1668.0,"Rice, paddy",64143,79821.18,13.78
Japan,1999,1668.0,Soybeans,17301,79821.18,15.93
Japan,1999,1668.0,Soybeans,17301,79821.18,13.78
Japan,1999,1668.0,Soybeans,17301,79821.18,15.93
Japan,1999,1668.0,Soybeans,17301,79821.18,15.66
Japan,1999,1668.0,Soybeans,17301,79821.18,15.79
Japan,1999,1668.0,Soybeans,17301,79821.18,13.78
Japan,1999,1668.0,Sweet potatoes,226517,79821.18,15.93
Japan,1999,1668.0,Sweet potatoes,226517,79821.18,13.78
Japan,1999,1668.0,Sweet potatoes,226517,79821.18,15.93
Japan,1999,1668.0,Sweet potatoes,226517,79821.18,15.66
Japan,1999,1668.0,Sweet potatoes,226517,79821.18,15.79
Japan,1999,1668.0,Sweet potatoes,226517,79821.18,13.78
Japan,1999,1668.0,Wheat,34544,79821.18,15.93
Japan,1999,1668.0,Wheat,34544,79821.18,13.78
Japan,1999,1668.0,Wheat,34544,79821.18,15.93
Japan,1999,1668.0,Wheat,34544,79821.18,15.66
Japan,1999,1668.0,Wheat,34544,79821.18,15.79
Japan,1999,1668.0,Wheat,34544,79821.18,13.78
Japan,1999,1668.0,Yams,217455,79821.18,15.93
Japan,1999,1668.0,Yams,217455,79821.18,13.78
Japan,1999,1668.0,Yams,217455,79821.18,15.93
Japan,1999,1668.0,Yams,217455,79821.18,15.66
Japan,1999,1668.0,Yams,217455,79821.18,15.79
Japan,1999,1668.0,Yams,217455,79821.18,13.78
Japan,2000,1668.0,Maize,24713,79821.18,15.92
Japan,2000,1668.0,Maize,24713,79821.18,13.5
Japan,2000,1668.0,Maize,24713,79821.18,15.95
Japan,2000,1668.0,Maize,24713,79821.18,15.58
Japan,2000,1668.0,Maize,24713,79821.18,15.67
Japan,2000,1668.0,Maize,24713,79821.18,13.5
Japan,2000,1668.0,Potatoes,306342,79821.18,15.92
Japan,2000,1668.0,Potatoes,306342,79821.18,13.5
Japan,2000,1668.0,Potatoes,306342,79821.18,15.95
Japan,2000,1668.0,Potatoes,306342,79821.18,15.58
Japan,2000,1668.0,Potatoes,306342,79821.18,15.67
Japan,2000,1668.0,Potatoes,306342,79821.18,13.5
Japan,2000,1668.0,"Rice, paddy",67023,79821.18,15.92
Japan,2000,1668.0,"Rice, paddy",67023,79821.18,13.5
Japan,2000,1668.0,"Rice, paddy",67023,79821.18,15.95
Japan,2000,1668.0,"Rice, paddy",67023,79821.18,15.58
Japan,2000,1668.0,"Rice, paddy",67023,79821.18,15.67
Japan,2000,1668.0,"Rice, paddy",67023,79821.18,13.5
Japan,2000,1668.0,Soybeans,19184,79821.18,15.92
Japan,2000,1668.0,Soybeans,19184,79821.18,13.5
Japan,2000,1668.0,Soybeans,19184,79821.18,15.95
Japan,2000,1668.0,Soybeans,19184,79821.18,15.58
Japan,2000,1668.0,Soybeans,19184,79821.18,15.67
Japan,2000,1668.0,Soybeans,19184,79821.18,13.5
Japan,2000,1668.0,Sweet potatoes,247327,79821.18,15.92
Japan,2000,1668.0,Sweet potatoes,247327,79821.18,13.5
Japan,2000,1668.0,Sweet potatoes,247327,79821.18,15.95
Japan,2000,1668.0,Sweet potatoes,247327,79821.18,15.58
Japan,2000,1668.0,Sweet potatoes,247327,79821.18,15.67
Japan,2000,1668.0,Sweet potatoes,247327,79821.18,13.5
Japan,2000,1668.0,Wheat,37607,79821.18,15.92
Japan,2000,1668.0,Wheat,37607,79821.18,13.5
Japan,2000,1668.0,Wheat,37607,79821.18,15.95
Japan,2000,1668.0,Wheat,37607,79821.18,15.58
Japan,2000,1668.0,Wheat,37607,79821.18,15.67
